_id,Nº OCORRÊNCIA,DATA DO FATO,HORA DO FATO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,MUNICÍPIO,BAIRRO,LOGRADOURO,TIPO DE LOCAL
9077,55446238,2024-08-19T00:00:00,13:50:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,VALPARAISO,S/I,VIA PÚBLICA
9078,55446846,2024-08-19T00:00:00,13:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,MANGUINHOS,RUA SANTA TEREZINHA,VIA PÚBLICA
9079,55448415,2024-08-19T00:00:00,22:55:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,JOAO NEIVA,CENTRO,ROD BR 101,COMÉRCIO
9080,55448704,2024-08-19T00:00:00,18:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,PARQUE JACARAIPE,RUA SALVADOR,VIA PÚBLICA
9081,55449754,2024-08-19T00:00:00,20:25:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,ARACAS,BUENOS AIRES,VEÍCULO
9082,55449917,2024-08-19T00:00:00,14:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,CENTRO,AV JERONIMO MONTEIRO,VIA PÚBLICA
9083,55450400,2024-08-19T00:00:00,20:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,VITORIA,JUCUTUQUARA,S/I,TRANSP COLETIVO
9084,55450863,2024-08-19T00:00:00,21:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,COQUEIRAL DE ITAPARICA,PRAÇA CENTRAL,OUTRO LOCAL
9085,55450994,2024-08-19T00:00:00,18:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,SANTA CECILIA,ROD. BR 262,VIA PÚBLICA
9086,55451470,2024-08-19T00:00:00,15:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,VITORIA,CENTRO,AV PRINCESA ISABEL,COMÉRCIO
9087,55451629,2024-08-19T00:00:00,20:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,VITORIA,GRANDE VITORIA,S/I,TRANSP COLETIVO
9088,55452178,2024-08-19T00:00:00,19:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,COLATINA,CENTRO,AV PROF JOSE ZOUAIN,VIA PÚBLICA
9089,55452688,2024-08-19T00:00:00,20:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PRAIA DA COSTA,AV DR OLIVIO LIRA,VIA PÚBLICA
9090,55452758,2024-08-19T00:00:00,20:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,VITORIA,BENTO FERREIRA,AVENIDA VITÓRIA,TRANSP COLETIVO
9091,55453059,2024-08-19T00:00:00,05:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,TUCUM,NÃO INFORMADO,VIA PÚBLICA
9092,55453264,2024-08-19T00:00:00,13:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,MANGUINHOS,RUA IREMA,VIA PÚBLICA
9093,55454434,2024-08-19T00:00:00,14:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,CENTRO,S/I,VIA PÚBLICA
9094,55456167,2024-08-19T00:00:00,21:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,NOSSA SENHORA DA PENHA,"AV. CARLOS LINDENBERG, 3785 - NOSSA SRA. DA PENHA, VILA VEL",RODOVIA ESTADUAL
9095,55459789,2024-08-19T00:00:00,20:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JUCUTUQUARA,AVENIDA VITORIA,TRANSP COLETIVO
9096,55459940,2024-08-19T00:00:00,20:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,ILHA DO BOI,RUA MARILIA DE REZENDE SCARTON COUTINHO,VIA PÚBLICA
9097,55459995,2024-08-19T00:00:00,21:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,SANTA INES,RUA BENEDITO DAS NEVES,VIA PÚBLICA
9098,55460607,2024-08-19T00:00:00,20:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,ARACAS,RUA BUCAREST,VIA PÚBLICA
9099,55461235,2024-08-19T00:00:00,18:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,SAO TORQUATO,S/I,VIA PÚBLICA
9100,55462130,2024-08-19T00:00:00,17:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,DIVINO ESPIRITO SANTO,RUA ANTONIO FANTINE,VIA PÚBLICA
9101,55463616,2024-08-19T00:00:00,19:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,ILHA DAS FLORES,ESTRADA DE CAPUABA,VIA PÚBLICA
9102,55480236,2024-08-19T00:00:00,12:15:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,RESIDENCIAL JACARAIPE,SANTO ANDRE,VIA PÚBLICA
9103,55488730,2024-08-19T00:00:00,21:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM RESIDÊNCIA/CONDOMÍNIO,ES,GUARAPARI,CENTRO,AVENIDA DAVINO MATTOS,RESIDÊNCIA
9104,55528503,2024-08-19T00:00:00,20:34:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,ENSEADA DO SUA,S/I,OUTRO LOCAL
9105,56011090,2024-08-19T00:00:00,22:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,CENTRO VILA VELHA,RUA LUCIANO DAS NEVES,COMÉRCIO
9106,55451374,2024-08-20T00:00:00,10:45:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,GUARAPARI,CENTRO,RUA JOAQUIM DA SILVA LIMA,COMÉRCIO
9107,55451467,2024-08-20T00:00:00,08:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VIANA,VILA BETHANIA,RUA:LUISA CASOTTI,VIA PÚBLICA
9108,55452591,2024-08-20T00:00:00,12:43:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,LINHARES,PLANALTO,RUA MARIA CARMEM ALMENARA CALMON,VIA PÚBLICA
9109,55453352,2024-08-20T00:00:00,10:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,ALTO LAGE,S/I,VIA PÚBLICA
9110,55453551,2024-08-20T00:00:00,14:15:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,GUARAPARI,SANTA MONICA,NAO CADASTRADA,VIA PÚBLICA
9111,55454002,2024-08-20T00:00:00,10:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,ILHA DO PRINCIPE,AV GETULIO VARGAS,TRANSP COLETIVO
9112,55454442,2024-08-20T00:00:00,04:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,RESIDENCIAL JACARAIPE,AV MINAS GERAIS,VIA PÚBLICA
9113,55456467,2024-08-20T00:00:00,05:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,MORADA DE SANTA FE,RUA: PADRE GABRIEL,VIA PÚBLICA
9114,55456968,2024-08-20T00:00:00,18:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,INTERLAGOS I E II,ROD. DO SOL,VIA PÚBLICA
9115,55457176,2024-08-20T00:00:00,18:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,ALTO LAGE,TRAVESSA SATURNINO JOSE FERREIRA,VIA PÚBLICA
9116,55459868,2024-08-20T00:00:00,22:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,VITORIA,VILA RUBIM,AV. DUARTE LEMOS,TRANSP COLETIVO
9117,55459878,2024-08-20T00:00:00,20:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,SANTA MARTHA,AV MARUIPE,VIA PÚBLICA
9118,55460313,2024-08-20T00:00:00,18:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PONTAL DAS GARCAS,RUA TUIU,VIA PÚBLICA
9119,55460334,2024-08-20T00:00:00,06:50:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,SAO TORQUATO,S/I,VIA PÚBLICA
9120,55460446,2024-08-20T00:00:00,21:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,PRAIA DO CANTO,CURVA DA JUREMA,VIA PÚBLICA
9121,55460981,2024-08-20T00:00:00,04:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,RESIDENCIAL CENTRO DA SERRA,RUA AZALEIA,VIA PÚBLICA
9122,55461671,2024-08-20T00:00:00,23:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,ITAPEMIRIM,ITAOCA,RUA DA LINHA,VIA PÚBLICA
9123,55462212,2024-08-20T00:00:00,07:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,MUCURI,RUA BELEM,VIA PÚBLICA
9124,55462657,2024-08-20T00:00:00,16:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,MARUIPE,AV NOSSA SENHORA DA PENHA,RODOVIA ESTADUAL
9125,55463139,2024-08-20T00:00:00,19:50:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,BAIRRO DE FATIMA,AV.CLOTILDE RATO,VIA PÚBLICA
9126,55463557,2024-08-20T00:00:00,18:58:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,VERA CRUZ,S/I,VIA PÚBLICA
9127,55463783,2024-08-20T00:00:00,18:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,OUTRO LOCAL,S/I,VIA PÚBLICA
9128,55464002,2024-08-20T00:00:00,20:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,ARIBIRI,AV. CARLOS LINDENBERG,VIA PÚBLICA
9129,55464498,2024-08-20T00:00:00,22:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VIANA,INDUSTRIAL,BR 262,VIA PÚBLICA
9130,55465735,2024-08-20T00:00:00,18:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,COLINA DE LARANJEIRAS,AV ELDES SHERRER  DE SOUZA,VIA PÚBLICA
9131,55471175,2024-08-20T00:00:00,19:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,JARDIM TROPICAL,RUA MENINO JESEUS,VIA PÚBLICA
9132,55472634,2024-08-20T00:00:00,17:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,OUTRO LOCAL,QUEIMADOS NA SERRA,FLORESTA
9133,55473122,2024-08-20T00:00:00,16:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,CENTRO VILA VELHA,S/I,VIA PÚBLICA
9134,55489059,2024-08-20T00:00:00,14:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,CAMPO GRANDE,AV GETULIO VARGAS,VIA PÚBLICA
9135,55491170,2024-08-20T00:00:00,18:58:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,VERA CRUZ,RUA MARIA CORREIA DE AZEVEDO,VIA PÚBLICA
9136,55509007,2024-08-20T00:00:00,20:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,SAO FRANCISCO,RUA SANTA MARIA,VIA PÚBLICA
9137,55509807,2024-08-20T00:00:00,12:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,JOSE DE ANCHIETA,"RODOVIA GOVERNADOR MARIO COVAS, KM266",VIA PÚBLICA
9138,55510116,2024-08-20T00:00:00,20:45:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JARDIM DA PENHA,S/I,OUTRO LOCAL
9139,55513745,2024-08-20T00:00:00,16:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,TABAJARA,RUA JUSCELINO KUBITSCHEK,VIA PÚBLICA
9140,55520803,2024-08-20T00:00:00,12:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,BAIRRO DAS LARANJEIRAS,"NA PRACINHA, PRÓXIMO AO CRAS DE JACARAIPE",VIA PÚBLICA
9141,55536766,2024-08-20T00:00:00,20:10:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,ENSEADA DO SUA,ATRÁS DO SHOPPING VITÓRIA,VIA PÚBLICA
9142,55596732,2024-08-20T00:00:00,22:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,BOA SORTE,S/I,OUTRO LOCAL
9143,55666917,2024-08-20T00:00:00,19:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,ALVORADA,AVENIDA CARLOS LINDENBERG,RODOVIA FEDERAL
9144,56061009,2024-08-20T00:00:00,06:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,RUA ELDES SCHERRER,OUTRO LOCAL
9145,56136217,2024-08-20T00:00:00,15:12:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,SAO DIOGO I,RUA DOIS,OUTRO LOCAL
9146,55459079,2024-08-21T00:00:00,03:23:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,LINHARES,CENTRO,RUA JOAO CALMON,VIA PÚBLICA
9147,55460080,2024-08-21T00:00:00,08:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,NOVA ALMEIDA CENTRO,AVENIDA COLATINA,VIA PÚBLICA
9148,55460419,2024-08-21T00:00:00,07:35:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,VITORIA,VILA RUBIM,AVENIDA ELIAS MIGUEL,TRANSP COLETIVO
9149,55461175,2024-08-21T00:00:00,09:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,SAO JOSE,RUA CENTRAL,COMÉRCIO
9150,55461386,2024-08-21T00:00:00,01:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,LINHARES,ARACA,BR 101,VIA PÚBLICA
9151,55461525,2024-08-21T00:00:00,07:35:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,GUARAPARI,ITAPEBUSSU,RUA LAURO SIMÕES,VIA PÚBLICA
9152,55463288,2024-08-21T00:00:00,05:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,CIVIT II,S/I,VIA PÚBLICA
9153,55463544,2024-08-21T00:00:00,13:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,VERA CRUZ,AVENIDA MÁRIO GURGEL  N 1997 VE,VIA PÚBLICA
9154,55464044,2024-08-21T00:00:00,12:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,SANTA CECILIA,RUA HONORIO MAGALHAES RAMALHO,VIA PÚBLICA
9155,55464412,2024-08-21T00:00:00,09:25:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PRAIA DA COSTA,CASTELO BRANCO,COMÉRCIO
9156,55466045,2024-08-21T00:00:00,11:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,AV.  ELDES  CHERRER DE SOUZA,VIA PÚBLICA
9157,55468118,2024-08-21T00:00:00,23:58:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM RESIDÊNCIA/CONDOMÍNIO,ES,SAO MATEUS,ZONA RURAL,COMUNIDADE RIO DO SUL,VIA PÚBLICA
9158,55469469,2024-08-21T00:00:00,13:56:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,JARDIM CAMBURI,RUA PASCHOAL DEL MAESTRO,COMÉRCIO
9159,55469554,2024-08-21T00:00:00,18:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,PLANETA,RODOVIA DO CONTORNO,VIA PÚBLICA
9160,55469892,2024-08-21T00:00:00,17:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,BARRO VERMELHO,RUA PEDRO DANIEL,VIA PÚBLICA
9161,55469894,2024-08-21T00:00:00,03:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VIANA,BOM PASTOR,RUA ANTONIO BORGES ROCHA,VIA PÚBLICA
9162,55470068,2024-08-21T00:00:00,19:47:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,VITORIA,SANTO ANTONIO,S/I,TRANSP COLETIVO
9163,55471119,2024-08-21T00:00:00,07:15:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,CARAPINA I,LAMBARI,VIA PÚBLICA
9164,55472282,2024-08-21T00:00:00,21:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,DIVINO ESPIRITO SANTO,S/I,VIA PÚBLICA
9165,55472486,2024-08-21T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,COLINA DE LARANJEIRAS,S/I,VIA PÚBLICA
9166,55472489,2024-08-21T00:00:00,22:35:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,CIDADE CONTINENTAL,RUA LEONARDO DA VINCE,VIA PÚBLICA
9167,55472712,2024-08-21T00:00:00,22:27:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,PORTO CANOA,BAR,REPARTICAO PUBLICA
9168,55473066,2024-08-21T00:00:00,19:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,CENTRO VILA VELHA,RUA SETE DE SETEMBRO,VIA PÚBLICA
9169,55473184,2024-08-21T00:00:00,13:50:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,COBILANDIA,R. BRASILÂNDIA,REPARTICAO PUBLICA
9170,55473260,2024-08-21T00:00:00,23:15:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,JARDIM AMERICA,HERMES SANTORO,VIA PÚBLICA
9171,55474043,2024-08-21T00:00:00,19:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CACHOEIRO DE ITAPEMIRIM,NOSSA SENHORA APARECIDA,S/I,COMÉRCIO
9172,55483707,2024-08-21T00:00:00,21:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,GLORIA,AV. CARLOS LINDENBERG,VIA PÚBLICA
9173,55489133,2024-08-21T00:00:00,20:10:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,MORADA DE SANTA FE,RUA MARIA DE JESUS,VIA PÚBLICA
9174,55489151,2024-08-21T00:00:00,20:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,MORADA DE SANTA FE,RUA ROMANA DE JESUS,RESIDÊNCIA
9175,55509162,2024-08-21T00:00:00,22:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,SAO CONRADO,RUA PARDAL,VIA PÚBLICA
9176,55509715,2024-08-21T00:00:00,19:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PRAIA DA COSTA,AVENIDA ANTONIO GIL VELOSO,VIA PÚBLICA
